54.25	39.45	0
54.214	39.5	0
54.25	39.5	-0.01361
54.5	39.5	-0.069884
54.5	39.294	0
54.75	39.5	-0.065364
54.75	39.329	0
55	39.5	-0.028188
55	39.429	0
55.132	39.5	0
54.146	39.75	0
54.25	39.75	-0.049133
54.5	39.75	-0.11705
54.75	39.75	-0.11532
55	39.75	-0.070487
55.237	39.75	0
54.162	40	0
54.25	40	-0.047138
54.5	40	-0.12007
54.75	40	-0.11295
55	40	-0.052208
55.137	40	0
54.243	40.25	0
54.25	40.25	-0.003705
54.5	40.25	-0.07974
54.75	40.25	-0.068946
55	40.244	0
54.996	40.25	0
54.25	40.263	0
54.473	40.5	0
54.5	40.5	-0.0084566
54.75	40.5	-0.0032836
54.763	40.5	0
54.5	40.523	0
54.75	40.51	0
54.25	39.5	0.059481
54.5	39.5	0.28302
54.75	39.5	0.3197
55	39.5	0.23048
54.25	39.75	0.18486
54.5	39.75	0.38898
54.75	39.75	0.41948
55	39.75	0.3497
54.25	40	0.15554
54.5	40	0.35613
54.75	40	0.36617
55	40	0.22833
54.25	40.25	0.011813
54.5	40.25	0.23417
54.75	40.25	0.22965
54.5	40.5	0.027121
54.75	40.5	0.012317
55.5	41.406	0
55.256	41.5	0
55.5	41.5	-0.064135
55.75	41.5	-0.10468
55.75	41.374	0
56	41.5	-0.10191
56	41.383	0
56.25	41.5	-0.070517
56.25	41.415	0
56.262	41.5	0
55.25	41.504	0
55.058	41.75	0
55.25	41.75	-0.094096
55.5	41.75	-0.19576
55.75	41.75	-0.26351
56	41.75	-0.27644
56.25	41.75	-0.25223
56.292	41.75	0
55.026	42	0
55.25	42	-0.12453
55.5	42	-0.24566
55.75	42	-0.33137
56	42	-0.35946
56.25	42	-0.34806
56.308	42	0
55.07	42.25	0
55.25	42.25	-0.098387
55.5	42.25	-0.22746
55.75	42.25	-0.32533
56	42.25	-0.36758
56.25	42.25	-0.3706
56.312	42.25	0
55.174	42.5	0
55.25	42.5	-0.038621
55.5	42.5	-0.16693
55.75	42.5	-0.27101
56	42.5	-0.32473
56.25	42.5	-0.34112
56.307	42.5	0
55.25	42.628	0
55.325	42.75	0
55.5	42.75	-0.083448
55.75	42.75	-0.18822
56	42.75	-0.24906
56.25	42.75	-0.27442
56.296	42.75	0
55.5	42.953	0
55.545	43	0
55.75	43	-0.087403
56	43	-0.15411
56.25	43	-0.18367
56.281	43	0
55.75	43.206	0
55.821	43.25	0
56	43.25	-0.048766
56.25	43.25	-0.0762
56.263	43.25	0
56	43.356	0
56.25	43.4	0
55.25	44.968	0
55.195	45	0
55.25	45	-0.011509
55.5	45	-0.039236
55.5	44.879	0
55.75	45	-0.041754
55.75	44.85	0
56	45	-0.028325
56	44.892	0
56.25	45	-0.012483
56.25	44.952	0
56.252	45	0
54.5	45.216	0
54.276	45.25	0
54.5	45.25	-0.015978
54.75	45.25	-0.035146
54.75	45.174	0
55	45.25	-0.081485
55	45.081	0
55.25	45.25	-0.13261
55.5	45.25	-0.14785
55.75	45.25	-0.13001
56	45.25	-0.099019
56.25	45.25	-0.070543
56.262	45.25	0
54	45.379	0
53.884	45.5	0
54	45.5	-0.051217
54.25	45.5	-0.11049
54.25	45.254	0
54.5	45.5	-0.13167
54.75	45.5	-0.15601
55	45.5	-0.20475
55.25	45.5	-0.25162
55.5	45.5	-0.25429
55.75	45.5	-0.21537
56	45.5	-0.16246
56.25	45.5	-0.11556
56.269	45.5	0
53.75	45.74	0
53.746	45.75	0
53.75	45.75	-0.0025623
54	45.75	-0.12672
54.25	45.75	-0.19162
54.5	45.75	-0.21704
54.75	45.75	-0.24375
55	45.75	-0.29171
55.25	45.75	-0.335
55.5	45.75	-0.3318
55.75	45.75	-0.28295
56	45.75	-0.21802
56.25	45.75	-0.15851
56.276	45.75	0
53.678	46	0
53.75	46	-0.043842
54	46	-0.17395
54.25	46	-0.24115
54.5	46	-0.26411
54.75	46	-0.28428
55	46	-0.32646
55.25	46	-0.36757
55.5	46	-0.36638
55.75	46	-0.32153
56	46	-0.2594
56.25	46	-0.19867
56.283	46	0
53.614	46.25	0
53.75	46.25	-0.07832
54	46.25	-0.20589
54.25	46.25	-0.26868
54.5	46.25	-0.28111
54.75	46.25	-0.28494
55	46.25	-0.31291
55.25	46.25	-0.34785
55.5	46.25	-0.35073
55.75	46.25	-0.31804
56	46.25	-0.26904
56.25	46.25	-0.21674
56.286	46.25	0
53.5	46.492	0
53.491	46.5	0
53.5	46.5	-0.0023215
53.75	46.5	-0.12875
54	46.5	-0.2405
54.25	46.5	-0.28895
54.5	46.5	-0.28174
54.75	46.5	-0.25807
55	46.5	-0.25849
55.25	46.5	-0.27618
55.5	46.5	-0.2781
55.75	46.5	-0.25764
56	46.5	-0.22272
56.25	46.5	-0.17985
56.28	46.5	0
52.5	46.632	0
52.276	46.75	0
52.5	46.75	-0.082533
52.75	46.75	-0.10222
52.75	46.584	0
53	46.75	-0.068659
53	46.618	0
53.25	46.75	-0.042833
53.25	46.65	0
53.5	46.75	-0.081916
53.75	46.75	-0.17434
54	46.75	-0.25873
54.25	46.75	-0.28505
54.5	46.75	-0.25517
54.75	46.75	-0.20447
55	46.75	-0.17654
55.25	46.75	-0.17338
55.5	46.75	-0.17166
55.75	46.75	-0.16214
56	46.75	-0.1366
56.25	46.75	-0.095704
56.266	46.75	0
52	46.925	0
51.846	47	0
52	47	-0.048824
52.25	47	-0.14236
52.25	46.765	0
52.5	47	-0.20505
52.75	47	-0.20188
53	47	-0.15314
53.25	47	-0.10965
53.5	47	-0.11868
53.75	47	-0.1737
54	47	-0.22567
54.25	47	-0.22697
54.5	47	-0.17779
54.75	47	-0.11254
55	47	-0.073278
55.25	47	-0.062032
55.5	47	-0.062757
55.75	47	-0.065834
56	47	-0.046544
56.25	47	-0.0016369
56.25	47	0
45	47.231	0
44.974	47.25	0
45	47.25	-0.0058324
45.039	47.25	0
51	47.22	0
50.953	47.25	0
51	47.25	-0.010026
51.25	47.25	-0.016505
51.25	47.205	0
51.5	47.25	-0.029662
51.5	47.176	0
51.75	47.25	-0.079747
51.75	47.068	0
52	47.25	-0.1592
52.25	47.25	-0.23612
52.5	47.25	-0.27587
52.75	47.25	-0.25472
53	47.25	-0.19367
53.25	47.25	-0.13447
53.5	47.25	-0.11634
53.75	47.25	-0.13735
54	47.25	-0.15989
54.25	47.25	-0.14091
54.5	47.25	-0.083566
54.75	47.25	-0.023479
55	47.232	0
54.949	47.25	0
55.25	47.212	0
55.5	47.232	0
55.604	47.25	0
55.75	47.25	-0.00714
56	47.204	0
55.85	47.25	0
56.25	47.006	0
45	47.251	0
51	47.252	0
51.25	47.253	0
51.5	47.255	0
51.75	47.263	0
52	47.277	0
52.25	47.289	0
52.5	47.296	0
52.75	47.292	0
53	47.282	0
53.25	47.272	0
53.5	47.269	0
53.75	47.273	0
54	47.277	0
54.25	47.273	0
54.5	47.264	0
54.75	47.254	0
55.75	47.251	0
56.25	32.447	1.5
56.162	32.5	1.5
56.25	32.5	1.4436
56.253	32.5	1.5
56	32.586	1.5
55.792	32.75	1.5
56	32.75	1.3246
56.25	32.75	1.1875
56.271	32.75	1.5
55.75	32.802	1.5
55.628	33	1.5
55.75	33	1.364
56	33	1.1383
56.25	33	1.0274
56.285	33	1.5
55.545	33.25	1.5
55.75	33.25	1.228
56	33.25	1.0187
56.25	33.25	0.92378
56.296	33.25	1.5
55.5	33.448	1.5
55.487	33.5	1.5
55.5	33.5	1.4811
55.75	33.5	1.1352
56	33.5	0.93992
56.25	33.5	0.84594
56.305	33.5	1.5
55.459	33.75	1.5
55.5	33.75	1.436
55.75	33.75	1.1043
56	33.75	0.91725
56.25	33.75	0.82048
56.307	33.75	1.5
55.485	34	1.5
55.5	34	1.4784
55.75	34	1.1732
56	34	0.99195
56.25	34	0.89338
56.299	34	1.5
55.5	34.024	1.5
55.717	34.25	1.5
55.75	34.25	1.4715
56	34.25	1.2598
56.25	34.25	1.1365
56.277	34.25	1.5
55.75	34.266	1.5
56	34.391	1.5
56.25	34.477	1.5
56.25	35.46	1.5
56.215	35.5	1.5
56.25	35.5	1.4638
56.252	35.5	1.5
56.131	35.75	1.5
56.25	35.75	1.4002
56.255	35.75	1.5
56.25	35.896	1.5
56.25	38.06	1.5
56.042	38.25	1.5
56.25	38.25	1.2045
56.258	38.25	1.5
55.75	38.491	1.5
55.74	38.5	1.5
55.75	38.5	1.4864
56	38.5	1.1105
56	38.279	1.5
56.25	38.5	0.73267
56.271	38.5	1.5
55.5	38.681	1.5
55.41	38.75	1.5
55.5	38.75	1.3831
55.75	38.75	1.0611
56	38.75	0.70585
56.25	38.75	0.35308
56.282	38.75	1.5
55.25	38.936	1.5
55.205	39	1.5
55.25	39	1.3967
55.5	39	1.0428
55.75	39	0.77505
56	39	0.49967
56.25	39	0.22499
56.288	39	1.5
55.221	39.25	1.5
55.25	39.25	1.3517
55.5	39.25	0.85752
55.75	39.25	0.67661
56	39.25	0.51675
56.25	39.25	0.35468
56.287	39.25	1.5
55.25	39.295	1.5
55.388	39.5	1.5
55.5	39.5	1.0326
55.75	39.5	0.8484
56	39.5	0.76469
56.25	39.5	0.68458
56.28	39.5	1.5
55.5	39.615	1.5
55.662	39.75	1.5
55.75	39.75	1.3216
56	39.75	1.1157
56.25	39.75	1.0022
56.271	39.75	1.5
55.75	39.851	1.5
55.891	40	1.5
56	40	1.3691
56.25	40	1.1817
56.265	40	1.5
55.934	40.25	1.5
56	40.25	1.4247
56.25	40.25	1.2223
56.264	40.25	1.5
55.871	40.5	1.5
56	40.5	1.3618
56.25	40.5	1.1753
56.268	40.5	1.5
55.75	40.739	1.5
55.745	40.75	1.5
55.75	40.75	1.4924
56	40.75	1.2146
56.25	40.75	1.0402
56.275	40.75	1.5
55.594	41	1.5
55.75	41	1.2038
56	41	0.9583
56.25	41	0.81516
56.285	41	1.5
55.5	41.173	1.5
55.467	41.25	1.5
55.5	41.25	1.2963
55.75	41.25	0.65118
56	41.25	0.49562
56.25	41.25	0.45256
56.296	41.25	1.5
55.345	41.5	1.5
56.308	41.5	1.5
55.25	41.721	1.5
55.239	41.75	1.5
56.323	41.75	1.5
55.192	42	1.5
56.331	42	1.5
55.205	42.25	1.5
56.331	42.25	1.5
55.192	42.5	1.5
56.325	42.5	1.5
55	42.744	1.5
54.992	42.75	1.5
55	42.75	1.4792
55.25	42.75	0.47029
56.319	42.75	1.5
47.5	42.849	1.5
47.281	43	1.5
47.5	43	1.198
47.75	43	1.1653
47.75	42.849	1.5
47.961	43	1.5
54	42.967	1.5
53.927	43	1.5
54	43	1.3698
54.25	43	1.235
54.25	42.916	1.5
54.5	43	1.2228
54.5	42.897	1.5
54.75	43	1.1552
54.75	42.854	1.5
55	43	0.98108
55.25	43	0.65979
55.5	43	0.12604
56.313	43	1.5
47.25	43.042	1.5
47.126	43.25	1.5
47.25	43.25	1.3136
47.5	43.25	1.1268
47.75	43.25	1.1274
48	43.081	1.5
48	43.25	1.3913
48.09	43.25	1.5
53.75	43.106	1.5
53.599	43.25	1.5
53.75	43.25	1.0401
54	43.25	0.89836
54.25	43.25	0.91254
54.5	43.25	0.9588
54.75	43.25	0.95514
55	43.25	0.88522
55.25	43.25	0.72934
55.5	43.25	0.46329
55.75	43.25	0.083489
56.31	43.25	1.5
47.25	43.401	1.5
47.5	43.455	1.5
47.75	43.441	1.5
48	43.312	1.5
53.5	43.417	1.5
53.449	43.5	1.5
53.5	43.5	1.2281
53.75	43.5	0.84827
54	43.5	0.81437
54.25	43.5	0.84868
54.5	43.5	0.88928
54.75	43.5	0.8878
55	43.5	0.8456
55.25	43.5	0.7469
55.5	43.5	0.57592
55.75	43.5	0.35477
56	43.5	0.20282
56.25	43.5	0.15524
56.309	43.5	1.5
53.262	43.75	1.5
53.5	43.75	0.99057
53.75	43.75	0.85273
54	43.75	0.82974
54.25	43.75	0.8484
54.5	43.75	0.86683
54.75	43.75	0.85322
55	43.75	0.8162
55.25	43.75	0.73741
55.5	43.75	0.6049
55.75	43.75	0.46173
56	43.75	0.39822
56.25	43.75	0.4046
56.309	43.75	1.5
52.5	43.97	1.5
52.461	44	1.5
52.5	44	1.4354
52.75	44	1.1727
52.75	43.88	1.5
53	44	1.0798
53	43.854	1.5
53.25	44	1.0252
53.25	43.761	1.5
53.5	44	0.94647
53.75	44	0.88332
54	44	0.85551
54.25	44	0.85171
54.5	44	0.84831
54.75	44	0.82521
55	44	0.78985
55.25	44	0.71582
55.5	44	0.58836
55.75	44	0.47292
56	44	0.45329
56.25	44	0.49192
56.309	44	1.5
52.283	44.25	1.5
52.5	44.25	1.192
52.75	44.25	0.98725
53	44.25	0.91928
53.25	44.25	0.90847
53.5	44.25	0.88957
53.75	44.25	0.85898
54	44.25	0.83453
54.25	44.25	0.81672
54.5	44.25	0.79766
54.75	44.25	0.77057
55	44.25	0.739
55.25	44.25	0.66686
55.5	44.25	0.53183
55.75	44.25	0.42097
56	44.25	0.41795
56.25	44.25	0.46441
56.309	44.25	1.5
45	44.493	1.5
44.988	44.5	1.5
45	44.5	1.4869
45.25	44.5	1.4477
45.25	44.461	1.5
45.306	44.5	1.5
52.25	44.32	1.5
52.157	44.5	1.5
52.25	44.5	1.3796
52.5	44.5	1.0753
52.75	44.5	0.90222
53	44.5	0.83233
53.25	44.5	0.8061
53.5	44.5	0.78107
53.75	44.5	0.75242
54	44.5	0.73078
54.25	44.5	0.71299
54.5	44.5	0.69494
54.75	44.5	0.67549
55	44.5	0.64737
55.25	44.5	0.5619
55.5	44.5	0.4043
55.75	44.5	0.29057
56	44.5	0.28831
56.25	44.5	0.3235
56.313	44.5	1.5
44.75	44.594	1.5
44.565	44.75	1.5
44.75	44.75	1.2175
45	44.75	1.0509
45.25	44.75	1.0699
45.5	44.615	1.5
45.5	44.75	1.3166
45.583	44.75	1.5
52.054	44.75	1.5
52.25	44.75	1.2636
52.5	44.75	1.0084
52.75	44.75	0.85599
53	44.75	0.77846
53.25	44.75	0.72598
53.5	44.75	0.66958
53.75	44.75	0.61439
54	44.75	0.57819
54.25	44.75	0.56255
54.5	44.75	0.56429
54.75	44.75	0.56801
55	44.75	0.53159
55.25	44.75	0.37957
55.5	44.75	0.18045
55.75	44.75	0.090457
56	44.75	0.097091
56.25	44.75	0.12185
56.322	44.75	1.5
44.5	44.832	1.5
44.409	45	1.5
44.5	45	1.3186
44.75	45	0.97265
45	45	0.82623
45.25	45	0.83415
45.5	45	1.013
45.726	45	1.5
49.5	44.997	1.5
49.498	45	1.5
49.5	45	1.4956
49.75	45	1.2267
49.75	44.848	1.5
50	45	1.2722
50	44.878	1.5
50.23	45	1.5
52	44.882	1.5
51.919	45	1.5
52	45	1.43
52.25	45	1.1843
52.5	45	0.97908
52.75	45	0.84467
53	45	0.75948
53.25	45	0.68065
53.5	45	0.58531
53.75	45	0.4861
54	45	0.40859
54.25	45	0.37006
54.5	45	0.38562
54.75	45	0.40107
55	45	0.2723
56.335	45	1.5
44.399	45.25	1.5
44.5	45.25	1.2938
44.75	45.25	0.93194
45	45.25	0.77318
45.25	45.25	0.76288
45.5	45.25	0.90448
45.75	45.114	1.5
45.75	45.25	1.3867
45.784	45.25	1.5
49.388	45.25	1.5
49.5	45.25	1.3044
49.75	45.25	1.0568
50	45.25	1.0907
50.25	45.015	1.5
50.25	45.25	1.2408
50.5	45.25	1.4937
50.5	45.246	1.5
50.504	45.25	1.5
51.787	45.25	1.5
52	45.25	1.3283
52.25	45.25	1.1468
52.5	45.25	0.98727
52.75	45.25	0.86769
53	45.25	0.77294
53.25	45.25	0.66716
53.5	45.25	0.5256
53.75	45.25	0.35618
54	45.25	0.17621
54.25	45.25	0.0083184
56.351	45.25	1.5
41	45.441	1.5
40.796	45.5	1.5
41	45.5	1.4209
41.25	45.5	1.3589
41.25	45.407	1.5
41.5	45.5	1.3564
41.5	45.417	1.5
41.75	45.5	1.4837
41.75	45.491	1.5
41.77	45.5	1.5
44.5	45.435	1.5
44.543	45.5	1.5
44.75	45.5	1.1406
45	45.5	0.92605
45.25	45.5	0.8869
45.5	45.5	1.026
45.75	45.394	1.5
45.723	45.5	1.5
49.402	45.5	1.5
49.5	45.5	1.3518
49.75	45.5	1.1151
50	45.5	1.1179
50.25	45.5	1.1819
50.5	45.5	1.2477
50.75	45.462	1.5
50.75	45.5	1.4338
50.805	45.5	1.5
51.75	45.338	1.5
51.652	45.5	1.5
51.75	45.5	1.4246
52	45.5	1.254
52.25	45.5	1.1215
52.5	45.5	0.9995
52.75	45.5	0.89137
53	45.5	0.78606
53.25	45.5	0.65377
53.5	45.5	0.45934
53.75	45.5	0.18001
56.363	45.5	1.5
40.5	45.63	1.5
40.298	45.75	1.5
40.5	45.75	1.3562
40.75	45.75	1.2401
40.75	45.514	1.5
41	45.75	1.1686
41.25	45.75	1.117
41.5	45.75	1.1189
41.75	45.75	1.2738
41.928	45.75	1.5
44.75	45.684	1.5
44.891	45.75	1.5
45	45.75	1.3568
45.25	45.75	1.2677
45.5	45.75	1.4547
45.522	45.75	1.5
49.475	45.75	1.5
49.5	45.75	1.4704
49.75	45.75	1.2381
50	45.75	1.1721
50.25	45.75	1.1375
50.5	45.75	1.095
50.75	45.75	1.1299
51	45.622	1.5
51	45.75	1.3204
51.223	45.75	1.5
51.505	45.75	1.5
51.75	45.75	1.3438
52	45.75	1.2036
52.25	45.75	1.089
52.5	45.75	0.97661
52.75	45.75	0.86579
53	45.75	0.75257
53.25	45.75	0.6102
53.5	45.75	0.38311
56.369	45.75	1.5
40.25	45.799	1.5
40.088	46	1.5
40.25	46	1.3384
40.5	46	1.1698
40.75	46	1.0773
41	46	1.0257
41.25	46	0.98727
41.5	46	1.0051
41.75	46	1.2335
41.888	46	1.5
45	45.815	1.5
45.25	45.856	1.5
45.5	45.772	1.5
47.25	45.966	1.5
47.098	46	1.5
47.25	46	1.474
47.303	46	1.5
49.5	45.815	1.5
49.57	46	1.5
49.75	46	1.3374
50	46	1.1937
50.25	46	1.082
50.5	46	0.99817
50.75	46	1.0211
51	46	1.198
51.25	45.798	1.5
51.25	46	1.4315
51.5	46	1.4863
51.5	45.799	1.5
51.75	46	1.3478
52	46	1.188
52.25	46	1.0412
52.5	46	0.89803
52.75	46	0.77103
53	46	0.66708
53.25	46	0.54727
53.5	46	0.32022
56.37	46	1.5
40.016	46.25	1.5
40.25	46.25	1.2238
40.5	46.25	1.0407
40.75	46.25	0.95671
41	46.25	0.91895
41.25	46.25	0.8839
41.5	46.25	0.90868
41.75	46.25	1.2743
41.819	46.25	1.5
46.75	46.177	1.5
46.664	46.25	1.5
46.75	46.25	1.3873
47	46.25	1.2463
47	46.016	1.5
47.25	46.25	1.2463
47.5	46.09	1.5
47.5	46.25	1.3619
47.668	46.25	1.5
49.703	46.25	1.5
49.75	46.25	1.458
50	46.25	1.2421
50.25	46.25	1.0734
50.5	46.25	0.97625
50.75	46.25	1.0337
51	46.25	1.2812
51.25	46.104	1.5
51.178	46.25	1.5
51.5	46.021	1.5
51.67	46.25	1.5
51.75	46.25	1.4377
52	46.25	1.1852
52.25	46.25	0.95172
52.5	46.25	0.73897
52.75	46.25	0.59453
53	46.25	0.53312
53.25	46.25	0.46883
53.5	46.25	0.25068
56.369	46.25	1.5
40	46.434	1.5
39.994	46.5	1.5
40	46.5	1.4913
40.25	46.5	1.1414
40.5	46.5	0.92008
40.75	46.5	0.8363
41	46.5	0.80828
41.25	46.5	0.75992
41.5	46.5	0.75335
41.75	46.5	1.4285
41.759	46.5	1.5
46.5	46.402	1.5
46.391	46.5	1.5
46.5	46.5	1.3423
46.75	46.5	1.1696
47	46.5	1.1037
47.25	46.5	1.0974
47.5	46.5	1.1726
47.75	46.32	1.5
47.75	46.5	1.3305
47.975	46.5	1.5
49.75	46.322	1.5
49.855	46.5	1.5
50	46.5	1.3573
50.25	46.5	1.1495
50.5	46.5	1.056
50.75	46.5	1.2014
51	46.409	1.5
50.921	46.5	1.5
51.75	46.341	1.5
51.813	46.5	1.5
52	46.5	1.1349
52.25	46.5	0.71862
52.5	46.5	0.37326
52.75	46.5	0.2135
53	46.5	0.24235
53.25	46.5	0.25782
56.368	46.5	1.5
39.986	46.75	1.5
40	46.75	1.4743
40.25	46.75	1.0439
40.5	46.75	0.77324
40.75	46.75	0.70529
41	46.75	0.70556
41.25	46.75	0.64432
41.5	46.75	0.54457
41.75	46.531	1.5
41.682	46.75	1.5
44.75	46.73	1.5
44.676	46.75	1.5
44.75	46.75	1.4377
45	46.75	1.3446
45	46.708	1.5
45.25	46.75	1.4966
45.25	46.749	1.5
45.254	46.75	1.5
46.25	46.661	1.5
46.16	46.75	1.5
46.25	46.75	1.3587
46.5	46.75	1.1517
46.75	46.75	1.0729
47	46.75	1.0209
47.25	46.75	0.99149
47.5	46.75	1.0196
47.75	46.75	1.1151
48	46.519	1.5
48	46.75	1.252
48.25	46.75	1.3758
48.25	46.63	1.5
48.5	46.75	1.4161
48.5	46.649	1.5
48.75	46.75	1.4415
48.75	46.654	1.5
48.859	46.75	1.5
50	46.64	1.5
50.191	46.75	1.5
50.25	46.75	1.4549
50.5	46.75	1.4724
50.75	46.622	1.5
50.515	46.75	1.5
51.912	46.75	1.5
52	46.75	0.99517
52.25	46.75	0.065287
56.368	46.75	1.5
40	46.937	1.5
40.005	47	1.5
40.25	47	0.92209
40.5	47	0.58934
40.75	47	0.57992
41	47	0.64676
41.25	47	0.60087
41.5	47	0.22597
41.566	47	1.5
44.25	46.874	1.5
44.017	47	1.5
44.25	47	1.2944
44.5	47	1.0724
44.5	46.794	1.5
44.75	47	0.74757
45	47	0.53988
45.25	47	0.76463
45.5	46.841	1.5
45.5	47	1.1648
45.75	47	1.4577
45.75	46.976	1.5
46	47	1.4252
46	46.951	1.5
46.25	47	1.1564
46.5	47	1.079
46.75	47	1.0359
47	47	0.97959
47.25	47	0.92672
47.5	47	0.91509
47.75	47	0.95592
48	47	1.0415
48.25	47	1.1748
48.5	47	1.2875
48.75	47	1.3969
48.864	47	1.5
50.25	46.772	1.5
50.5	46.759	1.5
51.981	47	1.5
56.364	47	1.5
40.047	47.25	1.5
40.25	47.25	0.72088
40.5	47.25	0.30366
40.75	47.25	0.43375
41	47.25	0.61107
41.25	47.25	0.6225
41.413	47.25	1.5
41.5	47.128	1.5
43.75	47.214	1.5
43.715	47.25	1.5
43.75	47.25	1.4545
44	47.25	1.1988
44	47.009	1.5
44.25	47.25	0.98208
44.5	47.25	0.69935
44.75	47.25	0.26512
45.25	47.25	0.24952
45.5	47.25	0.79116
45.75	47.25	1.1473
46	47.25	1.2072
46.25	47.25	1.0861
46.5	47.25	1.0706
46.75	47.25	1.04
47	47.25	0.972
47.25	47.25	0.89812
47.5	47.25	0.85514
47.75	47.25	0.85524
48	47.25	0.90368
48.25	47.25	1.052
48.5	47.25	1.2577
48.75	47.25	1.4961
48.753	47.25	1.5
51	47.25	0.036847
51.25	47.25	0.053915
51.5	47.25	0.10407
51.75	47.25	0.3797
52	47.131	1.5
52	47.25	1.389
52.016	47.25	1.5
55	47.25	0.014853
55.25	47.25	0.022793
55.5	47.25	0.0084376
56	47.25	0.014691
56.25	47.25	0.076977
56.358	47.25	1.5
40.25	47.263	1.5
40.5	47.276	1.5
40.75	47.28	1.5
41	47.274	1.5
41.25	47.263	1.5
43.75	47.253	1.5
44	47.27	1.5
44.25	47.279	1.5
44.5	47.282	1.5
44.75	47.284	1.5
45	47.282	1.5
45.25	47.274	1.5
45.5	47.265	1.5
45.75	47.258	1.5
46	47.257	1.5
46.25	47.264	1.5
46.5	47.27	1.5
46.75	47.277	1.5
47	47.285	1.5
47.25	47.291	1.5
47.5	47.292	1.5
47.75	47.288	1.5
48	47.282	1.5
48.25	47.271	1.5
48.5	47.26	1.5
48.75	47.25	1.5
52.25	47.28	1.5
52.5	47.294	1.5
52.75	47.298	1.5
53	47.299	1.5
53.25	47.3	1.5
53.5	47.299	1.5
53.75	47.296	1.5
54	47.295	1.5
54.25	47.298	1.5
54.5	47.303	1.5
54.75	47.311	1.5
55	47.322	1.5
55.25	47.334	1.5
55.5	47.344	1.5
55.75	47.351	1.5
56	47.355	1.5
56.25	47.358	1.5
56.25	32.5	1.664
56	32.75	1.9361
56.25	32.75	2.299
55.75	33	1.8779
56	33	2.4083
56.25	33	2.6814
55.75	33.25	2.3336
56	33.25	2.7888
56.25	33.25	2.9878
55.5	33.5	1.6074
55.75	33.5	2.6691
56	33.435	3
55.943	33.5	3
56.25	33.262	3
56.259	33.5	3
55.5	33.75	1.7543
55.75	33.75	2.7196
55.882	33.75	3
56.265	33.75	3
55.5	34	1.5615
55.75	34	2.5544
55.89	34	3
56.268	34	3
55.75	34.25	1.6531
55.934	34.25	3
56.268	34.25	3
56	34.463	3
